,avg,cidade
industrial_electric_use,164524,Port St. Lucie - FL
residential_electric_use,440751,Port St. Lucie - FL
commercial_gas_use,991913,Portland - ME
industrial_gas_use,1063292,Portland - ME
residential_gas_use,1716997,Portland - ME
commercial_electric_use,252041,Portland - ME
industrial_electric_use,211960,Portland - ME
residential_electric_use,227391,Portland - ME
commercial_gas_use,17312331,Portland - OR
industrial_gas_use,4250336,Portland - OR
residential_gas_use,28816271,Portland - OR
commercial_electric_use,5195271,Portland - OR
industrial_electric_use,1000494,Portland - OR
residential_electric_use,3736932,Portland - OR
commercial_gas_use,924926,Provo - UT
industrial_gas_use,1172164,Provo - UT
residential_gas_use,1982889,Provo - UT
commercial_electric_use,253981,Provo - UT
industrial_electric_use,181742,Provo - UT
residential_electric_use,245777,Provo - UT
commercial_gas_use,924926,Quincy - MA
industrial_gas_use,1172164,Quincy - MA
residential_gas_use,1982889,Quincy - MA
commercial_electric_use,253981,Quincy - MA
industrial_electric_use,181742,Quincy - MA
residential_electric_use,245777,Quincy - MA
commercial_gas_use,3012469,Raleigh - NC
industrial_gas_use,1669659,Raleigh - NC
residential_gas_use,4416766,Raleigh - NC
commercial_electric_use,1160395,Raleigh - NC
industrial_electric_use,397414,Raleigh - NC
residential_electric_use,1165572,Raleigh - NC
commercial_gas_use,377879,Rancho Cucamonga - CA
industrial_gas_use,1340046,Rancho Cucamonga - CA
residential_gas_use,957609,Rancho Cucamonga - CA
commercial_electric_use,228670,Rancho Cucamonga - CA
industrial_electric_use,129504,Rancho Cucamonga - CA
residential_electric_use,265238,Rancho Cucamonga - CA
commercial_gas_use,704485,Renton - WA
industrial_gas_use,820192,Renton - WA
residential_gas_use,1334090,Renton - WA
commercial_electric_use,320630,Renton - WA
industrial_electric_use,181170,Renton - WA
residential_electric_use,337670,Renton - WA
commercial_gas_use,924926,Rio Rancho - NM
industrial_gas_use,1172164,Rio Rancho - NM
residential_gas_use,1982889,Rio Rancho - NM
commercial_electric_use,253981,Rio Rancho - NM
industrial_electric_use,181742,Rio Rancho - NM
residential_electric_use,245777,Rio Rancho - NM
commercial_gas_use,704485,Salem - OR
industrial_gas_use,820192,Salem - OR
residential_gas_use,1334090,Salem - OR
commercial_electric_use,320630,Salem - OR
industrial_electric_use,181170,Salem - OR
residential_electric_use,337670,Salem - OR
commercial_gas_use,3197861,Salt Lake City - UT
industrial_gas_use,2435684,Salt Lake City - UT
residential_gas_use,6482352,Salt Lake City - UT
commercial_electric_use,857758,Salt Lake City - UT
industrial_electric_use,531222,Salt Lake City - UT
residential_electric_use,853235,Salt Lake City - UT
commercial_gas_use,6359547,San Diego - CA
industrial_gas_use,13111852,San Diego - CA
residential_gas_use,11490129,San Diego - CA
commercial_electric_use,3575480,San Diego - CA
industrial_electric_use,1795334,San Diego - CA
residential_electric_use,3326113,San Diego - CA
commercial_gas_use,6359547,San Francisco - CA
industrial_gas_use,13111852,San Francisco - CA
residential_gas_use,11490129,San Francisco - CA
commercial_electric_use,3575480,San Francisco - CA
industrial_electric_use,1795334,San Francisco - CA
residential_electric_use,3326113,San Francisco - CA
commercial_gas_use,6359547,San Jose - CA
industrial_gas_use,13111852,San Jose - CA
residential_gas_use,11490129,San Jose - CA
commercial_electric_use,3575480,San Jose - CA
industrial_electric_use,1795334,San Jose - CA
residential_electric_use,3326113,San Jose - CA
commercial_gas_use,377879,San Leandro - CA
industrial_gas_use,1340046,San Leandro - CA
residential_gas_use,957609,San Leandro - CA
commercial_electric_use,228670,San Leandro - CA
industrial_electric_use,129504,San Leandro - CA
residential_electric_use,265238,San Leandro - CA
commercial_gas_use,377879,San Marcos - CA
industrial_gas_use,1340046,San Marcos - CA
residential_gas_use,957609,San Marcos - CA
commercial_electric_use,228670,San Marcos - CA
industrial_electric_use,129504,San Marcos - CA
residential_electric_use,265238,San Marcos - CA
commercial_gas_use,377879,Santa Barbara - CA
industrial_gas_use,1340046,Santa Barbara - CA
residential_gas_use,957609,Santa Barbara - CA
commercial_electric_use,228670,Santa Barbara - CA
industrial_electric_use,129504,Santa Barbara - CA
residential_electric_use,265238,Santa Barbara - CA
commercial_gas_use,924926,Santa Fe - NM
industrial_gas_use,1172164,Santa Fe - NM
residential_gas_use,1982889,Santa Fe - NM
commercial_electric_use,253981,Santa Fe - NM
industrial_electric_use,181742,Santa Fe - NM
residential_electric_use,245777,Santa Fe - NM
commercial_gas_use,377879,Santa Monica - CA
industrial_gas_use,1340046,Santa Monica - CA
residential_gas_use,957609,Santa Monica - CA
commercial_electric_use,228670,Santa Monica - CA
industrial_electric_use,129504,Santa Monica - CA
residential_electric_use,265238,Santa Monica - CA
commercial_gas_use,377879,Santa Rosa - CA
industrial_gas_use,1340046,Santa Rosa - CA
residential_gas_use,957609,Santa Rosa - CA
commercial_electric_use,228670,Santa Rosa - CA
industrial_electric_use,129504,Santa Rosa - CA
residential_electric_use,265238,Santa Rosa - CA
commercial_gas_use,17312331,Seattle - WA
industrial_gas_use,4250336,Seattle - WA
residential_gas_use,28816271,Seattle - WA
commercial_electric_use,5195271,Seattle - WA
industrial_electric_use,1000494,Seattle - WA
residential_electric_use,3736932,Seattle - WA
commercial_gas_use,924926,Sioux City - IA
industrial_gas_use,1172164,Sioux City - IA
residential_gas_use,1982889,Sioux City - IA
commercial_electric_use,253981,Sioux City - IA
industrial_electric_use,181742,Sioux City - IA
residential_electric_use,245777,Sioux City - IA
commercial_gas_use,991913,Sioux Falls - SD
industrial_gas_use,1063292,Sioux Falls - SD
residential_gas_use,1716997,Sioux Falls - SD
commercial_electric_use,252041,Sioux Falls - SD
industrial_electric_use,211960,Sioux Falls - SD
residential_electric_use,227391,Sioux Falls - SD
commercial_gas_use,924926,Spokane Valley - WA
industrial_gas_use,1172164,Spokane Valley - WA
residential_gas_use,1982889,Spokane Valley - WA
commercial_electric_use,253981,Spokane Valley - WA
industrial_electric_use,181742,Spokane Valley - WA
residential_electric_use,245777,Spokane Valley - WA
commercial_gas_use,377879,St. George - UT
industrial_gas_use,1340046,St. George - UT
residential_gas_use,957609,St. George - UT
commercial_electric_use,228670,St. George - UT
industrial_electric_use,129504,St. George - UT
residential_electric_use,265238,St. George - UT
commercial_gas_use,924926,Sterling Heights - MI
industrial_gas_use,1172164,Sterling Heights - MI
residential_gas_use,1982889,Sterling Heights - MI
commercial_electric_use,253981,Sterling Heights - MI
industrial_electric_use,181742,Sterling Heights - MI
residential_electric_use,245777,Sterling Heights - MI
commercial_gas_use,704485,Suffolk - VA
industrial_gas_use,820192,Suffolk - VA
residential_gas_use,1334090,Suffolk - VA
commercial_electric_use,320630,Suffolk - VA
industrial_electric_use,181170,Suffolk - VA
residential_electric_use,337670,Suffolk - VA
commercial_gas_use,263523,Sunrise - FL
industrial_gas_use,152300,Sunrise - FL
residential_gas_use,46158,Sunrise - FL
commercial_electric_use,355868,Sunrise - FL
industrial_electric_use,65576,Sunrise - FL
residential_electric_use,469966,Sunrise - FL
commercial_gas_use,342640,Surprise - AZ
industrial_gas_use,933645,Surprise - AZ
residential_gas_use,325898,Surprise - AZ
commercial_electric_use,341328,Surprise - AZ
industrial_electric_use,164524,Surprise - AZ
residential_electric_use,440751,Surprise - AZ
commercial_gas_use,342640,Tempe - AZ
industrial_gas_use,933645,Tempe - AZ
residential_gas_use,325898,Tempe - AZ
commercial_electric_use,341328,Tempe - AZ
industrial_electric_use,164524,Tempe - AZ
residential_electric_use,440751,Tempe - AZ
commercial_gas_use,924926,Thornton - CO
industrial_gas_use,1172164,Thornton - CO
residential_gas_use,1982889,Thornton - CO
commercial_electric_use,253981,Thornton - CO
industrial_electric_use,181742,Thornton - CO
residential_electric_use,245777,Thornton - CO
commercial_gas_use,377879,Tracy - CA
industrial_gas_use,1340046,Tracy - CA
residential_gas_use,957609,Tracy - CA
commercial_electric_use,228670,Tracy - CA
industrial_electric_use,129504,Tracy - CA
residential_electric_use,265238,Tracy - CA
commercial_gas_use,377879,Upland - CA
industrial_gas_use,1340046,Upland - CA
residential_gas_use,957609,Upland - CA
commercial_electric_use,228670,Upland - CA
industrial_electric_use,129504,Upland - CA
residential_electric_use,265238,Upland - CA
commercial_gas_use,1849831,Honolulu - HI
industrial_gas_use,466871,Honolulu - HI
residential_gas_use,570569,Honolulu - HI
commercial_electric_use,2200305,Honolulu - HI
industrial_electric_use,1971863,Honolulu - HI
residential_electric_use,1912612,Honolulu - HI
commercial_gas_use,377879,Vacaville - CA
industrial_gas_use,1340046,Vacaville - CA
residential_gas_use,957609,Vacaville - CA
commercial_electric_use,228670,Vacaville - CA
industrial_electric_use,129504,Vacaville - CA
residential_electric_use,265238,Vacaville - CA
commercial_gas_use,704485,Vancouver - WA
industrial_gas_use,820192,Vancouver - WA
residential_gas_use,1334090,Vancouver - WA
commercial_electric_use,320630,Vancouver - WA
industrial_electric_use,181170,Vancouver - WA
residential_electric_use,337670,Vancouver - WA
commercial_gas_use,377879,Vista - CA
industrial_gas_use,1340046,Vista - CA
residential_gas_use,957609,Vista - CA
commercial_electric_use,228670,Vista - CA
industrial_electric_use,129504,Vista - CA
residential_electric_use,265238,Vista - CA
commercial_gas_use,924926,Warwick - RI
industrial_gas_use,1172164,Warwick - RI
residential_gas_use,1982889,Warwick - RI
commercial_electric_use,253981,Warwick - RI
industrial_electric_use,181742,Warwick - RI
residential_electric_use,245777,Warwick - RI
commercial_gas_use,991913,Waukesha - WI
industrial_gas_use,1063292,Waukesha - WI
residential_gas_use,1716997,Waukesha - WI
commercial_electric_use,252041,Waukesha - WI
industrial_electric_use,211960,Waukesha - WI
residential_electric_use,227391,Waukesha - WI
commercial_gas_use,377879,West Covina - CA
industrial_gas_use,1340046,West Covina - CA
residential_gas_use,957609,West Covina - CA
commercial_electric_use,228670,West Covina - CA
industrial_electric_use,129504,West Covina - CA
residential_electric_use,265238,West Covina - CA
commercial_gas_use,924926,West Valley City - UT
industrial_gas_use,1172164,West Valley City - UT
residential_gas_use,1982889,West Valley City - UT
commercial_electric_use,253981,West Valley City - UT
industrial_electric_use,181742,West Valley City - UT
residential_electric_use,245777,West Valley City - UT
commercial_gas_use,377879,Westminster - CA
industrial_gas_use,1340046,Westminster - CA
residential_gas_use,957609,Westminster - CA
commercial_electric_use,228670,Westminster - CA
industrial_electric_use,129504,Westminster - CA
residential_electric_use,265238,Westminster - CA
commercial_gas_use,924926,Westminster - CO
industrial_gas_use,1172164,Westminster - CO
residential_gas_use,1982889,Westminster - CO
commercial_electric_use,253981,Westminster - CO
industrial_electric_use,181742,Westminster - CO
residential_electric_use,245777,Westminster - CO
commercial_gas_use,3012469,Yonkers - NY
industrial_gas_use,1669659,Yonkers - NY
residential_gas_use,4416766,Yonkers - NY
commercial_electric_use,1160395,Yonkers - NY
industrial_electric_use,397414,Yonkers - NY
residential_electric_use,1165572,Yonkers - NY
commercial_gas_use,377879,Alameda - CA
industrial_gas_use,1340046,Alameda - CA
residential_gas_use,957609,Alameda - CA
commercial_electric_use,228670,Alameda - CA
industrial_electric_use,129504,Alameda - CA
residential_electric_use,265238,Alameda - CA
commercial_gas_use,704485,Alexandria - VA
industrial_gas_use,820192,Alexandria - VA
residential_gas_use,1334090,Alexandria - VA
commercial_electric_use,320630,Alexandria - VA
industrial_electric_use,181170,Alexandria - VA
residential_electric_use,337670,Alexandria - VA
commercial_gas_use,377879,Allen - TX
industrial_gas_use,1340046,Allen - TX
residential_gas_use,957609,Allen - TX
commercial_electric_use,228670,Allen - TX
industrial_electric_use,129504,Allen - TX
residential_electric_use,265238,Allen - TX
commercial_gas_use,924926,Arlington Heights - IL
industrial_gas_use,1172164,Arlington Heights - IL
residential_gas_use,1982889,Arlington Heights - IL
commercial_electric_use,253981,Arlington Heights - IL
industrial_electric_use,181742,Arlington Heights - IL
residential_electric_use,245777,Arlington Heights - IL
commercial_gas_use,924926,Arvada - CO
industrial_gas_use,1172164,Arvada - CO
residential_gas_use,1982889,Arvada - CO
commercial_electric_use,253981,Arvada - CO
industrial_electric_use,181742,Arvada - CO
residential_electric_use,245777,Arvada - CO
commercial_gas_use,704485,Bellevue - WA
industrial_gas_use,820192,Bellevue - WA
residential_gas_use,1334090,Bellevue - WA
commercial_electric_use,320630,Bellevue - WA
industrial_electric_use,181170,Bellevue - WA
residential_electric_use,337670,Bellevue - WA
commercial_gas_use,991913,Bloomington - MN
industrial_gas_use,1063292,Bloomington - MN
residential_gas_use,1716997,Bloomington - MN
commercial_electric_use,252041,Bloomington - MN
industrial_electric_use,211960,Bloomington - MN
residential_electric_use,227391,Bloomington - MN
commercial_gas_use,924926,Bolingbrook - IL
industrial_gas_use,1172164,Bolingbrook - IL
residential_gas_use,1982889,Bolingbrook - IL
commercial_electric_use,253981,Bolingbrook - IL
industrial_electric_use,181742,Bolingbrook - IL
residential_electric_use,245777,Bolingbrook - IL
commercial_gas_use,924926,Boulder - CO
industrial_gas_use,1172164,Boulder - CO
residential_gas_use,1982889,Boulder - CO
commercial_electric_use,253981,Boulder - CO
industrial_electric_use,181742,Boulder - CO
residential_electric_use,245777,Boulder - CO
commercial_gas_use,924926,Cambridge - MA
industrial_gas_use,1172164,Cambridge - MA
residential_gas_use,1982889,Cambridge - MA
commercial_electric_use,253981,Cambridge - MA
industrial_electric_use,181742,Cambridge - MA
residential_electric_use,245777,Cambridge - MA
commercial_gas_use,377879,Carlsbad - CA
industrial_gas_use,1340046,Carlsbad - CA
residential_gas_use,957609,Carlsbad - CA
commercial_electric_use,228670,Carlsbad - CA
industrial_electric_use,129504,Carlsbad - CA
residential_electric_use,265238,Carlsbad - CA
commercial_gas_use,924926,Carmel - IN
industrial_gas_use,1172164,Carmel - IN
residential_gas_use,1982889,Carmel - IN
commercial_electric_use,253981,Carmel - IN
industrial_electric_use,181742,Carmel - IN
residential_electric_use,245777,Carmel - IN
commercial_gas_use,704485,Cary - NC
industrial_gas_use,820192,Cary - NC
residential_gas_use,1334090,Cary - NC
commercial_electric_use,320630,Cary - NC
industrial_electric_use,181170,Cary - NC
residential_electric_use,337670,Cary - NC
commercial_gas_use,924926,Centennial - CO
industrial_gas_use,1172164,Centennial - CO
residential_gas_use,1982889,Centennial - CO
commercial_electric_use,253981,Centennial - CO
industrial_electric_use,181742,Centennial - CO
residential_electric_use,245777,Centennial - CO
commercial_gas_use,1200691,Chandler - AZ
industrial_gas_use,2627386,Chandler - AZ
residential_gas_use,1022314,Chandler - AZ
commercial_electric_use,1149983,Chandler - AZ
industrial_electric_use,350724,Chandler - AZ
residential_electric_use,1373293,Chandler - AZ
commercial_gas_use,377879,Chino Hills - CA
industrial_gas_use,1340046,Chino Hills - CA
residential_gas_use,957609,Chino Hills - CA
commercial_electric_use,228670,Chino Hills - CA
industrial_electric_use,129504,Chino Hills - CA
residential_electric_use,265238,Chino Hills - CA
commercial_gas_use,263523,Coral Springs - FL
industrial_gas_use,152300,Coral Springs - FL
residential_gas_use,46158,Coral Springs - FL
commercial_electric_use,355868,Coral Springs - FL
industrial_electric_use,65576,Coral Springs - FL
residential_electric_use,469966,Coral Springs - FL
commercial_gas_use,377879,Daly City - CA
industrial_gas_use,1340046,Daly City - CA
residential_gas_use,957609,Daly City - CA
commercial_electric_use,228670,Daly City - CA
industrial_electric_use,129504,Daly City - CA
residential_electric_use,265238,Daly City - CA
commercial_gas_use,377879,Elk Grove - CA
industrial_gas_use,1340046,Elk Grove - CA
residential_gas_use,957609,Elk Grove - CA
commercial_electric_use,228670,Elk Grove - CA
industrial_electric_use,129504,Elk Grove - CA
residential_electric_use,265238,Elk Grove - CA
commercial_gas_use,924926,Farmington Hills - MI
industrial_gas_use,1172164,Farmington Hills - MI
residential_gas_use,1982889,Farmington Hills - MI
commercial_electric_use,253981,Farmington Hills - MI
industrial_electric_use,181742,Farmington Hills - MI
residential_electric_use,245777,Farmington Hills - MI
commercial_gas_use,924926,Fishers - IN
industrial_gas_use,1172164,Fishers - IN
residential_gas_use,1982889,Fishers - IN
commercial_electric_use,253981,Fishers - IN
industrial_electric_use,181742,Fishers - IN
residential_electric_use,245777,Fishers - IN
commercial_gas_use,377879,Folsom - CA
industrial_gas_use,1340046,Folsom - CA
residential_gas_use,957609,Folsom - CA
commercial_electric_use,228670,Folsom - CA
industrial_electric_use,129504,Folsom - CA
residential_electric_use,265238,Folsom - CA
commercial_gas_use,924926,Fort Collins - CO
industrial_gas_use,1172164,Fort Collins - CO
residential_gas_use,1982889,Fort Collins - CO
commercial_electric_use,253981,Fort Collins - CO
industrial_electric_use,181742,Fort Collins - CO
residential_electric_use,245777,Fort Collins - CO
commercial_gas_use,1382236,Fremont - CA
industrial_gas_use,4120042,Fremont - CA
residential_gas_use,2827733,Fremont - CA
commercial_electric_use,847864,Fremont - CA
industrial_electric_use,589612,Fremont - CA
residential_electric_use,893635,Fremont - CA
commercial_gas_use,377879,Frisco - TX
industrial_gas_use,1340046,Frisco - TX
residential_gas_use,957609,Frisco - TX
commercial_electric_use,228670,Frisco - TX
industrial_electric_use,129504,Frisco - TX
residential_electric_use,265238,Frisco - TX
commercial_gas_use,1200691,Gilbert - AZ
industrial_gas_use,2627386,Gilbert - AZ
residential_gas_use,1022314,Gilbert - AZ
commercial_electric_use,1149983,Gilbert - AZ
industrial_electric_use,350724,Gilbert - AZ
residential_electric_use,1373293,Gilbert - AZ
commercial_gas_use,377879,Hoover - AL
industrial_gas_use,1340046,Hoover - AL
residential_gas_use,957609,Hoover - AL
commercial_electric_use,228670,Hoover - AL
industrial_electric_use,129504,Hoover - AL
residential_electric_use,265238,Hoover - AL
commercial_gas_use,924926,Iowa City - IA
industrial_gas_use,1172164,Iowa City - IA
residential_gas_use,1982889,Iowa City - IA
commercial_electric_use,253981,Iowa City - IA
industrial_electric_use,181742,Iowa City - IA
residential_electric_use,245777,Iowa City - IA
commercial_gas_use,1382236,Irvine - CA
industrial_gas_use,4120042,Irvine - CA
residential_gas_use,2827733,Irvine - CA
commercial_electric_use,847864,Irvine - CA
industrial_electric_use,589612,Irvine - CA
residential_electric_use,893635,Irvine - CA
commercial_gas_use,377879,Johns Creek - GA
industrial_gas_use,1340046,Johns Creek - GA
residential_gas_use,957609,Johns Creek - GA
commercial_electric_use,228670,Johns Creek - GA
industrial_electric_use,129504,Johns Creek - GA
residential_electric_use,265238,Johns Creek - GA
commercial_gas_use,377879,Lake Forest - CA
industrial_gas_use,1340046,Lake Forest - CA
residential_gas_use,957609,Lake Forest - CA
commercial_electric_use,228670,Lake Forest - CA
industrial_electric_use,129504,Lake Forest - CA
residential_electric_use,265238,Lake Forest - CA
commercial_gas_use,924926,Lakewood - CO
industrial_gas_use,1172164,Lakewood - CO
residential_gas_use,1982889,Lakewood - CO
commercial_electric_use,253981,Lakewood - CO
industrial_electric_use,181742,Lakewood - CO
residential_electric_use,245777,Lakewood - CO
commercial_gas_use,704485,Lawrence - KS
industrial_gas_use,820192,Lawrence - KS
residential_gas_use,1334090,Lawrence - KS
commercial_electric_use,320630,Lawrence - KS
industrial_electric_use,181170,Lawrence - KS
residential_electric_use,337670,Lawrence - KS
commercial_gas_use,342640,League City - TX
industrial_gas_use,933645,League City - TX
residential_gas_use,325898,League City - TX
commercial_electric_use,341328,League City - TX
industrial_electric_use,164524,League City - TX
residential_electric_use,440751,League City - TX
commercial_gas_use,704485,Lee's Summit - MO
industrial_gas_use,820192,Lee's Summit - MO
residential_gas_use,1334090,Lee's Summit - MO
commercial_electric_use,320630,Lee's Summit - MO
industrial_electric_use,181170,Lee's Summit - MO
residential_electric_use,337670,Lee's Summit - MO
commercial_gas_use,377879,Livermore - CA
industrial_gas_use,1340046,Livermore - CA
residential_gas_use,957609,Livermore - CA
commercial_electric_use,228670,Livermore - CA
industrial_electric_use,129504,Livermore - CA
residential_electric_use,265238,Livermore - CA
commercial_gas_use,924926,Loveland - CO
industrial_gas_use,1172164,Loveland - CO
residential_gas_use,1982889,Loveland - CO
commercial_electric_use,253981,Loveland - CO
industrial_electric_use,181742,Loveland - CO
residential_electric_use,245777,Loveland - CO
commercial_gas_use,377879,McKinney - TX
industrial_gas_use,1340046,McKinney - TX
residential_gas_use,957609,McKinney - TX
commercial_electric_use,228670,McKinney - TX
industrial_electric_use,129504,McKinney - TX
residential_electric_use,265238,McKinney - TX
commercial_gas_use,377879,Milpitas - CA
industrial_gas_use,1340046,Milpitas - CA
residential_gas_use,957609,Milpitas - CA
commercial_electric_use,228670,Milpitas - CA
industrial_electric_use,129504,Milpitas - CA
residential_electric_use,265238,Milpitas - CA
commercial_gas_use,377879,Mission Viejo - CA
industrial_gas_use,1340046,Mission Viejo - CA
residential_gas_use,957609,Mission Viejo - CA
commercial_electric_use,228670,Mission Viejo - CA
industrial_electric_use,129504,Mission Viejo - CA
residential_electric_use,265238,Mission Viejo - CA
commercial_gas_use,3147,Mount Pleasant - NC
industrial_gas_use,35739,Mount Pleasant - NC
residential_gas_use,4856,Mount Pleasant - NC
commercial_electric_use,2254,Mount Pleasant - NC
industrial_electric_use,5404,Mount Pleasant - NC
residential_electric_use,4058,Mount Pleasant - NC
commercial_gas_use,377879,Mountain View - CA
industrial_gas_use,1340046,Mountain View - CA
residential_gas_use,957609,Mountain View - CA
commercial_electric_use,228670,Mountain View - CA
industrial_electric_use,129504,Mountain View - CA
residential_electric_use,265238,Mountain View - CA
commercial_gas_use,377879,Murrieta - CA
industrial_gas_use,1340046,Murrieta - CA
residential_gas_use,957609,Murrieta - CA
commercial_electric_use,228670,Murrieta - CA
industrial_electric_use,129504,Murrieta - CA
residential_electric_use,265238,Murrieta - CA
commercial_gas_use,924926,Naperville - IL
industrial_gas_use,1172164,Naperville - IL
residential_gas_use,1982889,Naperville - IL
commercial_electric_use,253981,Naperville - IL
industrial_electric_use,181742,Naperville - IL
residential_electric_use,245777,Naperville - IL
commercial_gas_use,377879,Newport Beach - CA
industrial_gas_use,1340046,Newport Beach - CA
residential_gas_use,957609,Newport Beach - CA
commercial_electric_use,228670,Newport Beach - CA
industrial_electric_use,129504,Newport Beach - CA
residential_electric_use,265238,Newport Beach - CA
commercial_gas_use,704485,O'Fallon - MO
industrial_gas_use,820192,O'Fallon - MO
residential_gas_use,1334090,O'Fallon - MO
commercial_electric_use,320630,O'Fallon - MO
industrial_electric_use,181170,O'Fallon - MO
residential_electric_use,337670,O'Fallon - MO
commercial_gas_use,704485,Olathe - KS
industrial_gas_use,820192,Olathe - KS
residential_gas_use,1334090,Olathe - KS
commercial_electric_use,320630,Olathe - KS
industrial_electric_use,181170,Olathe - KS
residential_electric_use,337670,Olathe - KS
commercial_gas_use,3012469,Overland Park - KS
industrial_gas_use,1669659,Overland Park - KS
residential_gas_use,4416766,Overland Park - KS
commercial_electric_use,1160395,Overland Park - KS
industrial_electric_use,397414,Overland Park - KS
residential_electric_use,1165572,Overland Park - KS
commercial_gas_use,924926,Palatine - IL
industrial_gas_use,1172164,Palatine - IL
residential_gas_use,1982889,Palatine - IL
commercial_electric_use,253981,Palatine - IL
industrial_electric_use,181742,Palatine - IL
residential_electric_use,245777,Palatine - IL
commercial_gas_use,342640,Pearland - TX
industrial_gas_use,933645,Pearland - TX
residential_gas_use,325898,Pearland - TX
commercial_electric_use,341328,Pearland - TX
industrial_electric_use,164524,Pearland - TX
residential_electric_use,440751,Pearland - TX
commercial_gas_use,1382236,Plano - TX
industrial_gas_use,4120042,Plano - TX
residential_gas_use,2827733,Plano - TX
commercial_electric_use,847864,Plano - TX
industrial_electric_use,589612,Plano - TX
residential_electric_use,893635,Plano - TX
commercial_gas_use,991913,Plymouth - MN
industrial_gas_use,1063292,Plymouth - MN
residential_gas_use,1716997,Plymouth - MN
commercial_electric_use,252041,Plymouth - MN
industrial_electric_use,211960,Plymouth - MN
residential_electric_use,227391,Plymouth - MN
commercial_gas_use,377879,Redondo Beach - CA
industrial_gas_use,1340046,Redondo Beach - CA
residential_gas_use,957609,Redondo Beach - CA
commercial_electric_use,228670,Redondo Beach - CA
industrial_electric_use,129504,Redondo Beach - CA
residential_electric_use,265238,Redondo Beach - CA
commercial_gas_use,377879,Redwood City - CA
industrial_gas_use,1340046,Redwood City - CA
residential_gas_use,957609,Redwood City - CA
commercial_electric_use,228670,Redwood City - CA
industrial_electric_use,129504,Redwood City - CA
residential_electric_use,265238,Redwood City - CA
commercial_gas_use,377879,Richardson - TX
industrial_gas_use,1340046,Richardson - TX
residential_gas_use,957609,Richardson - TX
commercial_electric_use,228670,Richardson - TX
industrial_electric_use,129504,Richardson - TX
residential_electric_use,265238,Richardson - TX
commercial_gas_use,991913,Rochester - MN
industrial_gas_use,1063292,Rochester - MN
residential_gas_use,1716997,Rochester - MN
commercial_electric_use,252041,Rochester - MN
industrial_electric_use,211960,Rochester - MN
residential_electric_use,227391,Rochester - MN
commercial_gas_use,924926,Rochester Hills - MI
industrial_gas_use,1172164,Rochester Hills - MI
residential_gas_use,1982889,Rochester Hills - MI
commercial_electric_use,253981,Rochester Hills - MI
industrial_electric_use,181742,Rochester Hills - MI
residential_electric_use,245777,Rochester Hills - MI
commercial_gas_use,377879,Roseville - CA
industrial_gas_use,1340046,Roseville - CA
residential_gas_use,957609,Roseville - CA
commercial_electric_use,228670,Roseville - CA
industrial_electric_use,129504,Roseville - CA
residential_electric_use,265238,Roseville - CA
commercial_gas_use,377879,Roswell - GA
industrial_gas_use,1340046,Roswell - GA
residential_gas_use,957609,Roswell - GA
commercial_electric_use,228670,Roswell - GA
industrial_electric_use,129504,Roswell - GA
residential_electric_use,265238,Roswell - GA
commercial_gas_use,342640,Round Rock - TX
industrial_gas_use,933645,Round Rock - TX
residential_gas_use,325898,Round Rock - TX
commercial_electric_use,341328,Round Rock - TX
industrial_electric_use,164524,Round Rock - TX
residential_electric_use,440751,Round Rock - TX
commercial_gas_use,377879,San Mateo - CA
industrial_gas_use,1340046,San Mateo - CA
residential_gas_use,957609,San Mateo - CA
commercial_electric_use,228670,San Mateo - CA
industrial_electric_use,129504,San Mateo - CA
residential_electric_use,265238,San Mateo - CA
commercial_gas_use,924926,Sandy - UT
industrial_gas_use,1172164,Sandy - UT
residential_gas_use,1982889,Sandy - UT
commercial_electric_use,253981,Sandy - UT
industrial_electric_use,181742,Sandy - UT
residential_electric_use,245777,Sandy - UT
commercial_gas_use,377879,Sandy Springs - GA
industrial_gas_use,1340046,Sandy Springs - GA
residential_gas_use,957609,Sandy Springs - GA
commercial_electric_use,228670,Sandy Springs - GA
industrial_electric_use,129504,Sandy Springs - GA
residential_electric_use,265238,Sandy Springs - GA
commercial_gas_use,377879,Santa Clara - CA
industrial_gas_use,1340046,Santa Clara - CA
residential_gas_use,957609,Santa Clara - CA
commercial_electric_use,228670,Santa Clara - CA
industrial_electric_use,129504,Santa Clara - CA
residential_electric_use,265238,Santa Clara - CA
commercial_gas_use,1382236,Santa Clarita - CA
industrial_gas_use,4120042,Santa Clarita - CA
residential_gas_use,2827733,Santa Clarita - CA
commercial_electric_use,847864,Santa Clarita - CA
industrial_electric_use,589612,Santa Clarita - CA
residential_electric_use,893635,Santa Clarita - CA
commercial_gas_use,924926,Schaumburg - IL
industrial_gas_use,1172164,Schaumburg - IL
residential_gas_use,1982889,Schaumburg - IL
commercial_electric_use,253981,Schaumburg - IL
industrial_electric_use,181742,Schaumburg - IL
residential_electric_use,245777,Schaumburg - IL
commercial_gas_use,1200691,Scottsdale - AZ
industrial_gas_use,2627386,Scottsdale - AZ
residential_gas_use,1022314,Scottsdale - AZ
commercial_electric_use,1149983,Scottsdale - AZ
industrial_electric_use,350724,Scottsdale - AZ
residential_electric_use,1373293,Scottsdale - AZ
commercial_gas_use,377879,Simi Valley - CA
industrial_gas_use,1340046,Simi Valley - CA
residential_gas_use,957609,Simi Valley - CA
commercial_electric_use,228670,Simi Valley - CA
industrial_electric_use,129504,Simi Valley - CA
